payment_date,code,codeLated,amount,amountRetarded,creditId,companyId
jueves,7000000096284521,7000000096284547,66.43,86.43,357429530192228,1
viernes,7000000096284554,7000000096284588,147.63,167.63,357429530192236,1
sábado,7000000096284612,7000000096284687,226.36,246.36,357429530192269,1
domingo,7000000096284992,7000000096285015,110.72,130.72,357429530192277,1
lunes,7000000096285023,7000000096285056,147.63,167.63,357429530192293,1
martes,7000000096285064,7000000096285072,108.26,128.26,357429530192491,1
miércoles,7000000096285114,7000000096285130,147.63,167.63,357429530192517,1
jueves,7000000096285155,,128.56,,357429530192574,1
viernes,7000000096285163,7000000096285205,147.63,167.63,357429530192590,1
sábado,7000000096285213,7000000096285247,108.26,128.26,357429530192707,1
domingo,7000000096285262,7000000096285288,147.63,167.63,357429530192723,1
lunes,7000000096285312,7000000096285320,147.63,167.63,357429530192764,1
martes,7000000096285353,7000000096285387,108.26,128.26,357429530192848,1
miércoles,7000000096285437,7000000096285452,147.63,167.63,357429530192905,1
jueves,7000000096285478,7000000096285502,265.74,285.74,357429530197003,1
viernes,7000000096285536,,129.00,,357429530197540,1
sábado,7000000096285544,7000000096285577,108.26,128.26,357429530197565,1
domingo,7000000096285593,7000000096285627,265.74,285.74,357429530197631,1
lunes,7000000096285643,7000000096285668,206.68,226.68,357429530197722,1
martes,7000000096285676,7000000096285700,265.74,285.74,357429530197748,1
miércoles,7000000096285734,,128.56,,357429530197805,1
jueves,7000000096285759,7000000096285767,147.63,167.63,357429530197813,1
viernes,7000000096285775,7000000096285817,147.63,167.63,357429530197854,1
sábado,7000000096285825,7000000096285841,147.63,167.63,357429530197862,1
domingo,7000000096285882,,128.56,,357429530197896,1
lunes,7000000096285890,7000000096285908,108.26,128.26,357429530197961,1
martes,7000000096285924,7000000096285932,147.63,167.63,357429530198134,1
miércoles,7000000096285981,7000000096286005,110.72,130.72,357429530198407,1
jueves,7000000096286310,7000000096286336,110.72,130.72,357429530198548,1
viernes,7000000096286344,,128.56,,357429530198811,1
sábado,7000000096286377,,128.56,,357429530199017,1
domingo,7000000096286393,7000000096286435,147.63,167.63,357429530199066,1
lunes,7000000096286476,7000000096286484,108.26,128.26,357429530201722,1
martes,7000000096286492,7000000096286526,110.72,130.72,357429530258292,1
miércoles,7000000096286534,7000000096286542,108.26,128.26,357429530258334,1
jueves,7000000096286567,7000000096286575,147.63,167.63,357429530258433,1
viernes,7000000096286591,7000000096286617,108.26,128.26,357429530258458,1
sábado,7000000096286633,7000000096286690,265.74,285.74,357429530258466,1
domingo,7000000096286757,7000000096286781,108.26,128.26,357429530258573,1
lunes,7000000096286807,7000000096286815,147.63,167.63,357429530258599,1
martes,7000000096286823,7000000096286831,108.26,128.26,357429530258615,1
miércoles,7000000096286849,7000000096286898,147.63,167.63,357429530258623,1
jueves,7000000096286922,7000000096286930,147.63,167.63,357429530258631,1
viernes,7000000096286963,7000000096286971,108.26,128.26,357429533688685,1
sábado,7000000096286997,7000000096287029,108.26,128.26,357429533688826,1
domingo,7000000096287045,7000000096287060,147.63,167.63,357429533688982,1
lunes,7000000096287078,7000000096287086,108.26,128.26,357429533785176,1
martes,7000000096287110,7000000096287128,147.63,167.63,357429533785309,1
miércoles,7000000096287136,7000000096287177,265.74,285.74,357429533786695,1
jueves,7000000096287201,7000000096287268,108.26,128.26,357429533789046,1
viernes,7000000096287276,7000000096287292,147.63,167.63,357429533789467,1
sábado,7000000096287300,7000000096287318,206.68,226.68,357429533789533,1
domingo,7000000096287508,7000000096287516,108.26,128.26,357429533789723,1
lunes,7000000096287532,7000000096287540,108.26,128.26,357429533791190,1
martes,7000000096287565,7000000096287573,206.68,226.68,357429533791695,1
miércoles,7000000096287656,7000000096287664,265.74,285.74,357429533791737,1
jueves,7000000096287698,7000000096287714,147.63,167.63,357429533791745,1
viernes,7000000096287722,7000000096287730,109.80,129.80,357429533791760,1
sábado,7000000096287755,7000000096287763,108.26,128.26,357429533791778,1
domingo,7000000096287789,7000000096287797,108.26,128.26,357429533791810,1
lunes,7000000096287813,7000000096287839,110.72,130.72,357429533791844,1
martes,7000000096287847,7000000096287854,108.26,128.26,357429533791851,1
miércoles,7000000096287862,7000000096287896,265.74,285.74,357429533791869,1
jueves,7000000096287920,7000000096287946,110.72,130.72,357429533791877,1
viernes,7000000096287961,7000000096287995,147.63,167.63,357429533791919,1
sábado,7000000096288019,7000000096288035,206.68,226.68,357429533791943,1
domingo,7000000096288043,7000000096288068,108.26,128.26,357429533792446,1
lunes,7000000096288084,7000000096288092,265.74,285.74,357429533792594,1
martes,7000000096288134,7000000096288142,147.63,167.63,357429533792834,1
miércoles,7000000096288159,7000000096288167,147.63,167.63,357429533792859,1
jueves,7000000096288183,7000000096288209,206.68,226.68,357429533792867,1
viernes,7000000096288225,7000000096288233,147.63,167.63,357429533792925,1
sábado,7000000096288241,7000000096288290,108.26,128.26,357429533792941,1
domingo,7000000096288308,7000000096288332,108.26,128.26,357429533792958,1
lunes,7000000096288340,7000000096288357,147.63,167.63,357429533792974,1
martes,7000000096288365,,138.77,,357429534818000,1
miércoles,7000000096288522,7000000096288555,112.78,132.78,357429534818034,1
jueves,7000000096288571,7000000096288589,84.58,104.58,357429534818158,1
viernes,7000000096288597,7000000096288605,112.78,132.78,357429534826078,1
sábado,7000000096288613,,128.56,,357429534829924,1
domingo,7000000096288639,,129.00,,357429534832233,1
lunes,7000000096288654,7000000096288662,103.75,123.75,357429534832308,1
martes,7000000096288696,,138.77,,357429534899331,1
miércoles,7000000096288704,7000000096288738,153.78,173.78,357429534899349,1
jueves,7000000096288746,7000000096288753,153.78,173.78,357429534899372,1
viernes,7000000096288761,7000000096288779,153.78,173.78,357429534899398,1
sábado,7000000096288787,7000000096288803,153.78,173.78,357429534899422,1
domingo,7000000096288837,7000000096288845,103.75,123.75,357429534899430,1
lunes,7000000096288852,7000000096288878,153.78,173.78,357429534899463,1
martes,7000000096288886,7000000096288894,153.78,173.78,357429534899471,1
miércoles,7000000096288910,7000000096288944,115.34,135.34,357429534899497,1
jueves,7000000096288977,7000000096289009,154.00,174.00,357429534899521,1
viernes,7000000096289017,7000000096289033,112.78,132.78,357429534899554,1
sábado,7000000096289058,,129.00,,357429534899562,1
domingo,7000000096289074,7000000096289082,153.78,173.78,357429534899570,1
lunes,7000000096289090,7000000096289132,112.78,132.78,357429534899588,1
martes,7000000096289140,7000000096289165,153.78,173.78,357429534899596,1
miércoles,7000000096289173,7000000096289215,108.26,128.26,357429534899612,1
jueves,7000000096289223,7000000096289231,276.81,296.81,357429534899620,1
viernes,7000000096289249,7000000096289272,276.81,296.81,357429534899638,1
sábado,7000000096289280,7000000096289306,153.78,173.78,357429534901624,1
domingo,7000000096289462,7000000096289470,147.63,167.63,357429534901699,1
lunes,7000000096289488,7000000096289496,153.78,173.78,357429534901715,1
martes,7000000096289520,7000000096289538,276.81,296.81,357429534901723,1
miércoles,7000000096289546,,138.77,,357429534901731,1
jueves,7000000096289553,7000000096289561,115.34,135.34,357429534901764,1
viernes,7000000096289595,,138.77,,357429534901772,1
sábado,7000000096289611,7000000096289629,276.81,296.81,357429534901780,1
domingo,7000000096289645,,138.77,,357429534933254,1
lunes,7000000096289660,7000000096289694,265.74,285.74,357429534945753,1
martes,7000000096289769,7000000096289777,153.78,173.78,357429534946173,1
miércoles,7000000096289801,7000000096289827,153.78,173.78,357429534947767,1
jueves,7000000096289835,7000000096289843,84.58,104.58,357429534947924,1
viernes,7000000096289850,7000000096289876,112.78,132.78,357429534947940,1
sábado,7000000096289884,7000000096289918,153.78,173.78,357429534947999,1
domingo,7000000096289926,7000000096289934,112.78,132.78,357429534948005,1
lunes,7000000096289959,7000000096289967,276.81,296.81,357429534948013,1
martes,7000000096289991,7000000096290015,112.78,132.78,357429534948021,1
miércoles,7000000096290031,7000000096290056,215.30,235.30,357429534948286,1
jueves,7000000096290064,7000000096290080,141.48,161.48,357429534948435,1
viernes,7000000096290114,7000000096290122,276.81,296.81,357429534948443,1
sábado,7000000096290148,7000000096290189,153.78,173.78,357429534948559,1
domingo,7000000096290213,7000000096290239,112.78,132.78,357429534948575,1
lunes,7000000096290247,7000000096290296,232.53,252.53,357429534948609,1
martes,7000000096290312,7000000096290338,276.81,296.81,357429534948617,1
miércoles,7000000096290528,7000000096290544,153.78,173.78,357429534957212,1
jueves,7000000096290551,7000000096290569,153.78,173.78,357429534958087,1
viernes,7000000096290585,7000000096290601,246.06,266.06,357429534959973,1
sábado,7000000096290635,7000000096290650,115.34,135.34,357429534960042,1
domingo,7000000096290668,7000000096290676,153.78,173.78,357429534960083,1
lunes,7000000096290692,7000000096290718,153.78,173.78,357429534960125,1
martes,7000000096290726,7000000096290742,112.78,132.78,357429534960612,1
miércoles,7000000096290767,7000000096290783,112.78,132.78,357429534960620,1
jueves,7000000096290791,7000000096290809,112.78,132.78,357429534960695,1
viernes,7000000096290817,,138.77,,357429534960778,1
sábado,7000000096290825,7000000096290858,153.78,173.78,357429534960786,1
domingo,7000000096290890,7000000096290916,112.78,132.78,357429534960810,1
lunes,7000000096290932,,138.77,,357429534960828,1
martes,7000000096291005,7000000096291021,276.81,296.81,357429534971510,1
miércoles,7000000096291039,7000000096291047,215.30,235.30,357429534972229,1
jueves,7000000096291054,7000000096291096,63.66,83.66,357429534972880,1
viernes,7000000096291112,7000000096291120,147.63,167.63,357429534974472,1
sábado,7000000096291153,7000000096291179,112.78,132.78,357429534974670,1
domingo,7000000096291187,7000000096291195,110.72,130.72,357429534974779,1
lunes,7000000096291229,7000000096291237,153.78,173.78,357429534974787,1
martes,7000000096291245,7000000096291260,115.34,135.34,357429534974837,1
miércoles,7000000096291286,,129.00,,357429534974845,1
jueves,7000000096291294,7000000096291302,153.78,173.78,357429534974886,1
viernes,7000000096291443,7000000096291450,153.78,173.78,357429534974928,1
sábado,7000000096291468,7000000096291476,115.34,135.34,357429534974936,1
domingo,7000000096291484,7000000096291500,112.78,132.78,357429534974951,1
lunes,7000000096291518,7000000096291526,153.78,173.78,357429534974977,1
martes,7000000096291559,,129.00,,357429534992508,1
miércoles,7000000096291567,,129.00,,357429535000137,1
jueves,7000000096291583,,129.00,,357429535003602,1
viernes,7000000096291617,7000000096291633,106.11,126.11,357429535003818,1
sábado,7000000096291666,7000000096291682,254.66,274.66,357429535004758,1
domingo,7000000096291708,,129.00,,357429535004881,1
lunes,7000000096291724,7000000096291757,103.75,123.75,357429535004915,1
martes,7000000096291773,,129.00,,357429535004923,1
miércoles,7000000096291831,,129.00,,357429535004931,1
jueves,7000000096291849,,129.00,,357429535004949,1
viernes,7000000096291864,7000000096291872,153.78,173.78,357429535082218,1
sábado,7000000096291880,7000000096291906,130.72,150.72,357429535082226,1
domingo,7000000096291922,7000000096291930,153.78,173.78,357429535082259,1
lunes,7000000096291948,7000000096291971,153.78,173.78,357429535082317,1
martes,7000000096291997,7000000096292011,153.78,173.78,357429535082341,1
miércoles,7000000096292029,7000000096292045,215.30,235.30,357429535082382,1
jueves,7000000096292052,7000000096292078,115.34,135.34,357429535083372,1
viernes,7000000096292086,7000000096292094,112.78,132.78,357429535083588,1
sábado,7000000096292110,7000000096292128,153.78,173.78,357429535083596,1
domingo,7000000096292144,7000000096292169,103.75,123.75,357429535133359,1
lunes,7000000096292177,,129.00,,357429535481790,1
martes,7000000096292292,,129.00,,357429535481832,1
miércoles,7000000096292300,,129.00,,357429535481949,1
jueves,7000000096292318,,128.56,,357429535482384,1
viernes,7000000096292326,,129.00,,357429535485122,1
sábado,7000000096292334,7000000096292342,106.11,126.11,357429535485171,1
domingo,7000000096292359,7000000096292383,141.48,161.48,357429535485221,1
lunes,7000000096292409,,129.00,,357429535576844,1
martes,7000000096292417,7000000096292425,103.75,123.75,357429535583702,1
miércoles,7000000096292433,,129.00,,357429535584403,1
jueves,7000000096292441,7000000096292474,141.48,161.48,357429535585434,1
viernes,7000000096292482,,129.00,,357429535591895,1
sábado,7000000096292490,,129.00,,357429535592075,1
domingo,7000000096292524,7000000096292532,141.48,161.48,357429535592497,1
lunes,7000000096292540,7000000096292557,254.66,274.66,357429535592737,1
martes,7000000096292565,7000000096292573,103.75,123.75,357429535594063,1
miércoles,7000000096292581,7000000096292607,141.48,161.48,357429535594360,1
jueves,7000000096292615,7000000096292623,141.48,161.48,357429535594733,1
viernes,7000000096292631,,129.00,,357429535595458,1
sábado,7000000096292664,7000000096292680,254.66,274.66,357429535596662,1
domingo,7000000096292698,,129.00,,357429535596704,1
lunes,7000000096292714,7000000096292722,141.48,161.48,357429535596712,1
martes,7000000096292763,7000000096292771,141.48,161.48,357429535596928,1
miércoles,7000000096292805,7000000096292813,141.48,161.48,357429535597009,1
jueves,7000000096292821,,129.00,,357429535597017,1
viernes,7000000096293092,7000000096293118,141.48,161.48,357429535597033,1
sábado,7000000096293126,,128.56,,357429535597041,1
domingo,7000000096293134,,129.00,,357429535597058,1
lunes,7000000096293142,,129.00,,357429535610497,1
martes,7000000096293159,7000000096293175,254.66,274.66,357429535628051,1
miércoles,7000000096293191,,129.00,,357429535631923,1
jueves,7000000096293258,7000000096293266,103.75,123.75,357429535636229,1
viernes,7000000096293282,7000000096293290,103.75,123.75,357429535637037,1
sábado,7000000096293365,7000000096293381,103.75,123.75,357429535640999,1
domingo,7000000096293480,7000000096293498,103.75,123.75,357429535641690,1
lunes,7000000096293555,,128.56,,357429535642912,1
martes,7000000096293605,,129.00,,357429535643274,1
miércoles,7000000096293647,7000000096293654,103.75,123.75,357429535643381,1
jueves,7000000096293670,7000000096293688,254.66,274.66,357429535643423,1
viernes,7000000096293720,,129.00,,357429535643662,1
sábado,7000000096293738,,129.00,,357429535643704,1
domingo,7000000096293746,,129.00,,357429535643928,1
lunes,7000000096293753,7000000096293779,106.11,126.11,357429535643969,1
martes,7000000096293795,7000000096293803,254.66,274.66,357429535644009,1
miércoles,7000000096293969,,129.00,,357429535644082,1
jueves,7000000096293993,7000000096294009,103.75,123.75,357429535644140,1
viernes,7000000096294025,7000000096294033,103.75,123.75,357429535756688,1
sábado,7000000096294058,7000000096294066,103.75,123.75,357429535756837,1
domingo,7000000096294074,,129.00,,357429535757421,1
lunes,7000000096294082,7000000096294090,103.75,123.75,357429535757496,1
martes,7000000096294108,7000000096294124,141.48,161.48,357429535757520,1
miércoles,7000000096294132,7000000096294157,198.07,218.07,357429535757587,1
jueves,7000000096294165,,129.00,,357429535757652,1
viernes,7000000096294173,7000000096294207,103.75,123.75,357429535757660,1
sábado,7000000096294215,,129.00,,357429535757702,1
domingo,7000000096294223,,129.00,,357429535757793,1
lunes,7000000096294249,7000000096294256,254.66,274.66,357429535757843,1
martes,7000000096294264,7000000096294272,103.75,123.75,357429535758049,1
miércoles,7000000096294298,7000000096294314,254.66,274.66,357429535758072,1
jueves,7000000096294330,,129.00,,357429535758080,1
viernes,7000000096294348,,129.00,,357429535758098,1
sábado,7000000096294355,,128.56,,357429535758114,1
domingo,7000000096294363,7000000096294397,254.66,274.66,357429535758312,1
lunes,7000000096294405,,128.56,,357429535758353,1
martes,7000000096294413,7000000096294447,103.75,123.75,357429535758411,1
miércoles,7000000096294454,7000000096294462,254.66,274.66,357429535759146,1
jueves,7000000096294470,,129.00,,357429535759427,1
viernes,7000000096294488,,129.00,,357429535759435,1
sábado,7000000096294504,,128.56,,357429535759476,1
domingo,7000000096294736,,129.00,,357429535759500,1
lunes,7000000096294744,7000000096294769,141.48,161.48,357429535759567,1
martes,7000000096294801,,129.00,,357429535759641,1
miércoles,7000000096294819,,129.00,,357429535759781,1
jueves,7000000096294827,,129.00,,357429535760029,1
viernes,7000000096294835,7000000096294843,254.66,274.66,357429535761712,1
sábado,7000000096294850,7000000096294868,254.66,274.66,357429535761761,1
domingo,7000000096294876,7000000096294884,103.75,123.75,357429535762298,1
lunes,7000000096294892,,129.00,,357429535762330,1
martes,7000000096294900,,129.00,,357429535762348,1
miércoles,7000000096294918,,129.00,,357429535762546,1
jueves,7000000096294926,7000000096294934,103.75,123.75,357429535763551,1
viernes,7000000096294942,,129.00,,357429535763577,1
sábado,7000000096294959,,129.00,,357429535763668,1
domingo,7000000096294983,7000000096295006,141.48,161.48,357429535764427,1
lunes,7000000096295014,7000000096295022,110.72,130.72,357429535765242,1
martes,7000000096295030,7000000096295048,141.48,161.48,357429535765390,1
miércoles,7000000096295063,7000000096295089,141.48,161.48,357429535765846,1
jueves,7000000096295097,7000000096295113,254.66,274.66,357429535766331,1
viernes,7000000096295139,7000000096295147,254.66,274.66,357429535766810,1
sábado,7000000096295154,,129.00,,357429535767446,1
domingo,7000000096295170,7000000096295188,77.81,97.81,357429535768071,1
lunes,7000000096295196,7000000096295204,141.48,161.48,357429535768188,1
martes,7000000096295220,,129.00,,357429535770408,1
miércoles,7000000096295451,7000000096295469,254.66,274.66,357429535770929,1
jueves,7000000096295477,7000000096295493,254.66,274.66,357429535771067,1
viernes,7000000096295519,,129.00,,357429535772495,1
sábado,7000000096295527,,129.00,,357429535772776,1
domingo,7000000096295535,,129.00,,357429535773360,1
lunes,7000000096295543,,129.00,,357429535773394,1
martes,7000000096295550,,129.00,,357429535773451,1
miércoles,7000000096295576,,129.00,,357429535773568,1
jueves,7000000096295584,,129.00,,357429535775878,1
viernes,7000000096295592,,129.00,,357429535776686,1
sábado,7000000096295600,7000000096295618,198.07,218.07,357429535777007,1
domingo,7000000096295626,,128.56,,357429535777205,1
lunes,7000000096295675,,128.56,,357429535777254,1
martes,7000000096295683,7000000096295691,141.48,161.48,357429535777262,1
miércoles,7000000096295709,7000000096295725,103.75,123.75,357429535778955,1
jueves,7000000096295741,7000000096295758,106.11,126.11,357429535793640,1
viernes,7000000096295766,,128.56,,357429535795595,1
sábado,7000000096295774,7000000096295782,206.68,226.68,357429535799811,1
domingo,7000000096295808,7000000096295816,110.72,130.72,357429535799936,1
lunes,7000000096295824,,129.00,,357429535800023,1
martes,7000000096295832,,129.00,,357429535800494,1
miércoles,7000000096295857,7000000096295865,103.75,123.75,357429535800502,1
jueves,7000000096295915,7000000096295949,141.48,161.48,357429535800510,1
viernes,7000000096296004,,129.00,,357429535800825,1
sábado,7000000096296012,,128.56,,357429535800981,1
domingo,7000000096296020,,129.00,,357429535801054,1
lunes,7000000096296038,,129.00,,357429535801088,1
martes,7000000096296046,,129.00,,357429535906382,1
miércoles,7000000096296053,7000000096296087,198.07,218.07,357429535906390,1
jueves,7000000096296103,7000000096296129,106.11,126.11,357429535906424,1
viernes,7000000096296137,7000000096296152,103.75,123.75,357429535908479,1
sábado,7000000096296178,,129.00,,357429535908511,1
domingo,7000000096296194,,129.00,,357429535908545,1
lunes,7000000096296202,7000000096296210,141.48,161.48,357429535908669,1
martes,7000000096296228,7000000096296236,141.48,161.48,357429535912786,1
miércoles,7000000096296244,,129.00,,357429535913784,1
jueves,7000000096296251,,129.00,,357429535913792,1
viernes,7000000096296269,7000000096296277,103.75,123.75,357429535914493,1
sábado,7000000096296293,,129.00,,357429535918437,1
domingo,7000000096296327,,129.00,,357429535918684,1
lunes,7000000096296335,,129.00,,357429535920870,1
martes,7000000096296376,,129.00,,357429535920912,1
miércoles,7000000096296384,,129.00,,357429535921357,1
jueves,7000000096296392,7000000096296418,106.11,126.11,357429535921654,1
viernes,7000000096296426,7000000096296434,141.48,161.48,357429535921704,1
sábado,7000000096296459,7000000096296467,198.07,218.07,357429535922181,1
domingo,7000000096296541,7000000096296574,141.48,161.48,357429535922199,1
lunes,7000000096296582,,128.56,,357429535922215,1
martes,7000000096296590,,129.00,,357429535922223,1
miércoles,7000000096296608,7000000096296616,103.75,123.75,357429535922249,1
jueves,7000000096296624,,129.00,,357429535922256,1
viernes,7000000096296632,,128.56,,357429535922264,1
sábado,7000000096296640,7000000096296665,254.66,274.66,357429535922611,1
domingo,7000000096296681,,129.00,,357429535926133,1
lunes,7000000096296699,,129.00,,357429535926422,1
martes,7000000096296715,,129.00,,357429535926497,1
miércoles,7000000096296723,7000000096296731,103.75,123.75,357429535926505,1
jueves,7000000096296749,7000000096296756,141.48,161.48,357429535926513,1
viernes,7000000096296772,,129.00,,357429535926521,1
sábado,7000000096296780,7000000096296798,198.07,218.07,357429535927156,1
domingo,7000000096296806,,129.00,,357429535927222,1
lunes,7000000096296830,,129.00,,357429535927388,1
martes,7000000096296848,7000000096296863,141.48,161.48,357429535929277,1
miércoles,7000000096296871,7000000096296889,103.75,123.75,357429535929285,1
jueves,7000000096296897,,129.00,,357429535930424,1
viernes,7000000096296905,7000000096296913,103.75,123.75,357429535978639,1
sábado,7000000096296939,,128.56,,357429535978928,1
domingo,7000000096296947,7000000096296954,141.48,161.48,357429535980395,1
lunes,7000000096296970,7000000096296988,141.48,161.48,357429535986251,1
martes,7000000096296996,,129.00,,357429535988406,1
miércoles,7000000096297093,7000000096297101,106.11,126.11,357429535988612,1
jueves,7000000096297119,7000000096297127,141.48,161.48,357429535989800,1
viernes,7000000096297135,,129.00,,357429535990402,1
sábado,7000000096297143,7000000096297150,141.48,161.48,357429535990485,1
domingo,7000000096297168,7000000096297176,106.11,126.11,357429535990618,1
lunes,7000000096297184,,128.56,,357429535991137,1
martes,7000000096297192,7000000096297218,141.48,161.48,357429535992630,1
miércoles,7000000096297226,7000000096297234,225.60,245.60,357467545554024,1
jueves,7000000096297242,7000000096297259,130.83,150.83,357521200643488,1
viernes,7000000096297275,7000000096297283,249.76,269.76,357521200643538,1
sábado,7000000096297291,7000000096297309,133.80,153.80,357521200644130,1
domingo,7000000096297317,7000000096297325,178.40,198.40,357521200644171,1
lunes,7000000096297333,7000000096297341,159.94,179.94,357521200644205,1
martes,7000000096297358,7000000096297366,159.94,179.94,357521200644239,1
miércoles,7000000096297374,7000000096297382,112.78,132.78,357521200644312,1
jueves,7000000096297416,7000000096297424,133.80,153.80,357521200651135,1
viernes,7000000096297432,7000000096297440,178.40,198.40,357521200652257,1
sábado,7000000096297457,,128.56,,357521200652562,1
domingo,7000000096297465,7000000096297473,80.28,100.28,357521200653099,1
lunes,7000000096297499,7000000096297507,178.40,198.40,357521200653206,1
martes,7000000096297515,7000000096297523,178.40,198.40,357521200653214,1
miércoles,7000000096297531,7000000096297549,159.94,179.94,357521200653230,1
jueves,7000000096297556,7000000096297564,98.12,118.12,357521200653248,1
viernes,7000000096297572,7000000096297606,178.40,198.40,357521200653255,1
sábado,7000000096297614,7000000096297622,321.12,341.12,357521200653297,1
domingo,7000000096297697,7000000096297705,178.40,198.40,357521200653321,1
lunes,7000000096297713,7000000096297721,178.40,198.40,357521200653339,1
martes,7000000096297747,7000000096297754,130.83,150.83,357521200653347,1
miércoles,7000000096297762,7000000096297770,321.12,341.12,357521200653404,1
jueves,7000000096297788,7000000096297796,130.83,150.83,357521200653453,1
viernes,7000000096297804,7000000096297812,133.80,153.80,357521200653503,1
sábado,7000000096297820,7000000096297838,178.40,198.40,357521200653594,1
domingo,7000000096297846,7000000096297861,98.12,118.12,357521200653644,1
lunes,7000000096297879,7000000096297887,133.80,153.80,357521200653701,1
martes,7000000096297895,7000000096297903,130.83,150.83,357521200653750,1
miércoles,7000000096297911,,129.00,,357521200653776,1
jueves,7000000096297937,7000000096297945,287.89,307.89,357521200653792,1
viernes,7000000096297952,7000000096297960,117.29,137.29,357521200653800,1
sábado,7000000096297986,7000000096297994,87.97,107.97,357521200789083,1
domingo,7000000096298018,7000000096298026,117.29,137.29,357521200789455,1
lunes,7000000096298034,7000000096298042,159.94,179.94,357521200789547,1
martes,7000000096298059,7000000096298075,80.28,100.28,357521200789612,1
miércoles,7000000096298083,7000000096298091,178.40,198.40,357521200789687,1
jueves,7000000096298117,7000000096298125,119.95,139.95,357521200789695,1
viernes,7000000096298133,7000000096298141,178.40,198.40,357521200789901,1
sábado,7000000096298158,7000000096298166,119.95,139.95,357521200789919,1
domingo,7000000096298174,7000000096298182,117.29,137.29,357521200789935,1
lunes,7000000096298208,7000000096298216,276.81,296.81,357521201135559,1
martes,7000000096298224,,149.00,,357521201137621,1
miércoles,7000000096298315,,150.00,,357521201137969,1
jueves,7000000096298323,7000000096298349,115.34,135.34,357521201138090,1
viernes,7000000096298356,7000000096298364,115.34,135.34,357521201150202,1
sábado,7000000096298372,,128.56,,357521201150921,1
domingo,7000000096298380,,129.00,,357521201151879,1
lunes,7000000096298398,,150.00,,357521201152133,1
martes,7000000096298406,7000000096298414,276.81,296.81,357521201152174,1
miércoles,7000000096298422,7000000096298430,103.75,123.75,357521201152216,1
jueves,7000000096298455,,150.00,,357521201152257,1
viernes,7000000096298471,,149.00,,357521201152299,1
sábado,7000000096298489,7000000096298497,276.81,296.81,357521201152315,1
domingo,7000000096298505,7000000096298513,112.78,132.78,357521201152364,1
lunes,7000000096298521,,128.56,,357521201152398,1
martes,7000000096298539,,128.56,,357521201152414,1
miércoles,7000000096298554,,128.56,,357521201152539,1
jueves,7000000096298562,,128.56,,357521201152554,1
viernes,7000000096298570,7000000096298588,117.29,137.29,357521201152588,1
sábado,7000000096298596,,149.00,,357521201152638,1
domingo,7000000096298604,,150.00,,357521201152646,1
lunes,7000000096298612,7000000096298620,141.48,161.48,357521201152687,1
martes,7000000096298638,,128.56,,357521201152703,1
miércoles,7000000096298646,7000000096298653,153.78,173.78,357521201152943,1
jueves,7000000096298661,,128.56,,357521201152976,1
viernes,7000000096298679,,150.00,,357521201153107,1
sábado,7000000096298687,,128.56,,357521201153156,1
domingo,7000000096298745,,150.00,,357521201153164,1
lunes,7000000096298760,,128.56,,357521201153172,1
martes,7000000096298786,7000000096298794,141.48,161.48,357521201153370,1
miércoles,7000000096298810,,128.56,,357521201153479,1
jueves,7000000096298828,7000000096298844,112.78,132.78,357521201153487,1
viernes,7000000096298851,7000000096298877,153.78,173.78,357521201153578,1
sábado,7000000096298885,,128.56,,357521201153693,1
domingo,7000000096298893,,128.56,,357521201154030,1
lunes,7000000096298919,,128.56,,357521201154147,1
martes,7000000096298927,,129.00,,357521201154626,1
miércoles,7000000096298943,,128.56,,357521201154642,1
jueves,7000000096298950,7000000096298968,254.66,274.66,357521201155045,1
viernes,7000000096298976,,128.56,,357521201155458,1
sábado,7000000096298984,,129.00,,357521201155797,1
domingo,7000000096298992,,128.56,,357521201155847,1
lunes,7000000096299016,7000000096299024,141.48,161.48,357521201157751,1
martes,7000000096299032,7000000096299040,141.48,161.48,357521201157785,1
miércoles,7000000096299065,7000000096299081,115.34,135.34,357521201157819,1
jueves,7000000096299099,7000000096299107,153.78,173.78,357521201216482,1
viernes,7000000096299115,,128.56,,357521201216714,1
sábado,7000000096299123,7000000096299131,159.94,179.94,357521201219650,1
domingo,7000000096299149,7000000096299156,130.83,150.83,357521201219940,1
lunes,7000000096299164,7000000096299172,159.94,179.94,357521201220021,1
martes,7000000096299180,7000000096299206,98.12,118.12,357521201220211,1
miércoles,7000000096299214,7000000096299222,178.40,198.40,357521201220500,1
jueves,7000000096299263,7000000096299271,198.07,218.07,357521201220880,1
viernes,7000000096299289,7000000096299305,178.40,198.40,357521201221003,1
sábado,7000000096299313,7000000096299321,178.40,198.40,357521201221011,1
domingo,7000000096299339,7000000096299347,133.80,153.80,357521201221029,1
lunes,7000000096299354,7000000096299370,178.40,198.40,357521201221078,1
martes,7000000096299388,7000000096299396,112.78,132.78,357521201221276,1
miércoles,7000000096299404,7000000096299412,130.83,150.83,357521201221342,1
jueves,7000000096299438,7000000096299446,117.29,137.29,357521201221383,1
viernes,7000000096299453,7000000096299461,159.94,179.94,357521201221623,1
sábado,7000000096299479,,149.00,,357521201221656,1
domingo,7000000096299487,7000000096299495,133.80,153.80,357521201221698,1
lunes,7000000096299503,7000000096299511,178.40,198.40,357521201221748,1
martes,7000000096299537,,128.56,,357521201221805,1
miércoles,7000000096299545,7000000096299552,117.29,137.29,357521201720269,1
